dateTime,authorName,Message
21/1/2025 14:06,Carry man,ห้องบนบังคับเฮอต้ามากไหมคับ
21/1/2025 14:06,saintmikael X,ยุนรี่ถ้าไม่มีปจตยากอะ ลุ้นมอนจัด
21/1/2025 14:06,Lugh- Sama,ห้องบนผมเอาโยมิไปฟ้นยับๆ
21/1/2025 14:06,FaithFortune1369,ํีืYunli ห้องล่างต้องเเบกนิดนึง
21/1/2025 14:06,เน้ด จากสมาคมคนรักน้องหวาน,ผมบนบฮ เอาดิ (ไม่ได้เล่นเอง :_HHlol:)
21/1/2025 14:06,MisterGe,มอน ธาตุ น้ำแข็ง กับ ควอนตัม รู้เลยว่าขาย ตัวอะไร 5555
21/1/2025 14:06,Celestz,แล้วขึ้นเลยไม่เล่นเนื้อเรื่องเอา Rmc ก่อนด้วย
21/1/2025 14:06,Tar,ผมเล่นYunliได้3200
21/1/2025 14:06,zatokung,แต่กดยากนะ yunli แถมมอนมันตีติดสถานะบ่อย
21/1/2025 14:06,อลงกรณ์,หยุนหลี่ ไม่มี lc มอน ไปเล็ง ข้างๆ อย่างเดียว 555
21/1/2025 14:06,YORU,ผมข้างบน yomi ล่าง ff ก็จบ 12 ดาวได้นะ
21/1/2025 14:06,Kanashi_Rose,ซื้อเมาส์ใหม่ได้ยัง55555
21/1/2025 14:06,Nanatsuji Chihiro,ห้องล่างผมใช้จ้าวยล แบกตลอดไป----
21/1/2025 14:06,Chakkapat_,เหมย
21/1/2025 14:06,Neo DarkSaber,ซันเด
21/1/2025 14:06,ZanS,sunday
21/1/2025 14:06,Celestz,Sunday ไป
21/1/2025 14:06,Accel _C,ซัน
21/1/2025 14:06,Mikaki,Robin 
21/1/2025 14:06,CAlVlP,อย่าลืมดูของนะลุง
21/1/2025 14:06,Dauphine,ซันเดย์
21/1/2025 14:06,SuGus,Sunday
21/1/2025 14:06,Mikaki,or Asta
21/1/2025 14:06,Lugh- Sama,คงต้องเหมยมะ
21/1/2025 14:07,Surtr,Sunny
21/1/2025 14:07,aon,ผู้บุกเบิก
21/1/2025 14:07,Joker WT,sunday
21/1/2025 14:07,Go Go,sunday
21/1/2025 14:07,น้องก๊อต Got,ทางนี้เล่นอาเจนติไฮเปอร์แครี่ได้อยู่ครับห้องบน 3400 แต้ม
21/1/2025 14:07,Nine Anine,น้องหัวๆ
21/1/2025 14:07,Natchanon Tree,sunday
21/1/2025 14:07,:3,happy happy happy
21/1/2025 14:07,Jaiza,เปร่ามะ
21/1/2025 14:07,Toujours Blackrose,ซันเดย์
21/1/2025 14:07,14T,Sunday มันมากครับ
21/1/2025 14:07,MinG,ruan mei aven
21/1/2025 14:07,sixnon,เหมย
21/1/2025 14:07,lc_petch,sunny
21/1/2025 14:07,Tanawich,ซันนี่
21/1/2025 14:07,เน้ด จากสมาคมคนรักน้องหวาน,ใส่ใจ
21/1/2025 14:07,LeOOZ l_l,ห้องบนโยมิแฮปปี้มีลมีเจียวชิวเล่นได้ แมลงเกิด มีบัพสนามหมาล่า ปั๊มสแตคอาเครอนชั้นเยี่ยม
21/1/2025 14:07,artbynobi,ผมใส่หัวหัวกับหม้อไฟ
21/1/2025 14:07,zatokung,ก็เฮอต้า 4 ดาว
21/1/2025 14:07,LeOOZ l_l,เหมยมั้ย
21/1/2025 14:07,saintmikael X,อเวนไม่ห้องล่างหรอ
21/1/2025 14:07,Lemon,Sunday
21/1/2025 14:07,HellHex,โรบิน
21/1/2025 14:07,Neo DarkSaber,ดูบัพห้องบนสิ 5555555555555
21/1/2025 14:07,Ticha viri,เหมยคู่ท่านเฮอ!!
21/1/2025 14:07,เน้ด จากสมาคมคนรักน้องหวาน,ขายแบบตะโกน
21/1/2025 14:07,MMexxn.,อวยสุดๆ
21/1/2025 14:07,น้องก๊อต Got,บัฟอวยมากๆๆ
21/1/2025 14:07,Toujours Blackrose,ไม่ใช้ฮัวๆเหรอคะ 
21/1/2025 14:07,MisterGe,55555
21/1/2025 14:07,[Wang Shao],อวยขี้แตก
21/1/2025 14:07,Yukito,เดี๋ยว โล่หมดไว
21/1/2025 14:07,pandaInDy,แทบจะป้อนเข้าปาก 555
21/1/2025 14:07,Kisznap,โคตรอวยครับ
21/1/2025 14:07,Mina Yuu,55555
21/1/2025 14:07,MinG,มอนล้มเร็วแล้วจะได้พลังงานเต็ม
21/1/2025 14:07,Kisznap,สมกับเป็นท่านเฮอร์ต้า
21/1/2025 14:08,panini,สวัสดีค่ะ
21/1/2025 14:08,Toujours Blackrose,อเวนไม่ใช้กับเฟยเซียวเหรอคะ
21/1/2025 14:08,Einzeln Qualia,อวยมิดเลย 
21/1/2025 14:08,:3,โครตขายเลย
21/1/2025 14:08,Surtr,Mei เผื่อคนอื่นเล่นห้องล่าง break
21/1/2025 14:08,biogolf,Lingsha
21/1/2025 14:08,Festriz,ห้องล่างเล่นไร
21/1/2025 14:08,Neo DarkSaber,lingsha
21/1/2025 14:08,ZanS,lingsha
21/1/2025 14:08,zatokung,ห้องล่าง FF แบบไม่ใส่ฮีล ผ่านสบาย 3700
21/1/2025 14:08,Neo DarkSaber,หลิงชาล่าง
21/1/2025 14:08,LeOOZ l_l,หลิงช่า
21/1/2025 14:08,クラインテイト,ลุงง รีลิคซันเด
21/1/2025 14:08,BB BOY,เมาส์ลุงเบิ้ลไม่หยุด
21/1/2025 14:08,Azuma,นายพลห้องล่าง เก่งน่ะ
21/1/2025 14:08,Kurēpu,:_HHlol:
21/1/2025 14:08,マヨネーズ (มะยังภันเต) mayonnaise,:_HHlol: :_HHlol:
21/1/2025 14:08,saintmikael X,ชิส์ ไม่สนุกเลยอเวนอยู่บน
21/1/2025 14:08,Neo DarkSaber,Weltcome to my world
21/1/2025 14:08,LeOOZ l_l,55555
21/1/2025 14:08,Copter,อะไรนะweltcome
21/1/2025 14:08,panini,ลุงไปทำไรมา
21/1/2025 14:08,lc_petch,welt come
21/1/2025 14:08,Tanawich,555
21/1/2025 14:08,Toujours Blackrose,นายพลห้องล่างเดือดอยู่
21/1/2025 14:08,Kanashi_Rose,Weltcome to my world
21/1/2025 14:09,Lugh- Sama,เฟ่ยบัพล่าง
21/1/2025 14:09,Neo DarkSaber,บัพล่างไง
21/1/2025 14:09,Neo DarkSaber,อัลติ
21/1/2025 14:09,aon,บัพล่างสุด
21/1/2025 14:09,Lemon,ล่าง
21/1/2025 14:09,เน้ด จากสมาคมคนรักน้องหวาน,อันล่างงาย
21/1/2025 14:09,Accel _C,ผมเล่นแรปป้าอะ ห้องล่าง
21/1/2025 14:09,Toujours Blackrose,บัพท่าไม้ตายนายพลได้อยู่
21/1/2025 14:09,R2C,บนไหวหรอลงโล่หมดนะนั่นหลวงดึงตัวเองดึงโล่จะฟมดนะนั่น
21/1/2025 14:09,:3,บน debuff เยอะครับ ไม่มีล้างบัฟเเย่ลย aven op 
21/1/2025 14:09,Azuma,ล่าง
21/1/2025 14:09,Mikaki,shv
21/1/2025 14:09,Neo DarkSaber,แต่อีกตัวเป็นมีนาน่าจะดูดีกว่าโทปาส
21/1/2025 14:09,Mikaki,ห้องล่างใช้เจ้ายลไหม 
21/1/2025 14:09,Narapat Palawatchai,อาเชรอน
21/1/2025 14:09,Toujours Blackrose,แต่แค่นี้ก็เดือดแล้ว เพราะมีคืนท่าไม้ตาย เฟยเซียวยิ้มหวาน
21/1/2025 14:09,[Wang Shao],ตู้เฮอต้าผมหลุดได้เว้ล มากดLCก็หลุดได้Lcเว้ล นึกว่าตู้เว้ลเรทอัพ
21/1/2025 14:09,อั๋น-เอว-อ่อน,อาลานกับโยมิใครเก่งกว่าครับ
21/1/2025 14:09,Tar,:face-blue-smiling: :face-blue-smiling: :face-blue-smiling: :face-blue-smiling:
21/1/2025 14:09,Neo DarkSaber,ผมว่ารอบนี้มีนาดูดีกว่าโทปาสเพราะเรื่องบัพ
21/1/2025 14:09,_MikuKK_,เมาส์ลุงเบิ้ลบ่อยมาก
21/1/2025 14:10,Boss,ลองไม่ใส่ดูลุง สนุก 555555
21/1/2025 14:10,Venzellist,5555555555555555555555
21/1/2025 14:10,panini,ไม่จริง
21/1/2025 14:10,Boat Kozeki♦️,:face-fuchsia-tongue-out:
21/1/2025 14:10,Celestz,ว๊าย กระจอก
21/1/2025 14:10,zatokung,ห้องบนไม่มีอเวนนี่อย่างมันส์ 555
21/1/2025 14:10,panini,กรี๊ดดดด
21/1/2025 14:10,R2C,โล่บนไม่ไหวมั่งโล่จะหมดตังเองดึงซันดึง
21/1/2025 14:10,panini,ไม่ไหวเหมือนกัน
21/1/2025 14:10,เน้ด จากสมาคมคนรักน้องหวาน,ถึงปนนจะกาจอกแต่ผมก็รักนะ
21/1/2025 14:10,Tar,:cat-orange-whistling:
21/1/2025 14:10,Venzellist,ผมพึงสั่งเม้าส์ไปเมื่อวัน พฤหัสที่แล้วอะพี่
21/1/2025 14:10,Venzellist,5555
21/1/2025 14:10,sai omachi,:face-blue-smiling: :face-blue-smiling: :face-blue-smiling:
21/1/2025 14:10,Kr1ss,ต้องสั่ง5555
21/1/2025 14:10,Day,55555
21/1/2025 14:10,Azuma,5555555
21/1/2025 14:10,Mokoi9L,เรามี i have cpuuuu
21/1/2025 14:10,Itsuki'san,:face-fuchsia-tongue-out: :face-fuchsia-tongue-out: :face-fuchsia-tongue-out:
21/1/2025 14:10,MisterGe,555555
21/1/2025 14:10,Family​Man,สดๆกันตรงนี้เลยยย
21/1/2025 14:10,Nine z ch,Herta ใส่ LC5ดาวที่ร้านตัวเองขายได้ไหมครับ
21/1/2025 14:10,クラインテイト,ถูกกกกกกกกก นี่แหละๆๆๆๆๆๆๆๆ
21/1/2025 14:10,PrinceZ,55555555
21/1/2025 14:10,:3,ห้องบนใส่อเวนจะ คนดูจะหาย
21/1/2025 14:10,Copter,สปอนlogitechเข้าได้นะครับ
21/1/2025 14:10,ZerRene,ผมไปด้วย 2 เบรก ห้องบนล่าง ก็มันอยุ่นะ 55 แต่เหนื่อยยนิดๆ 
21/1/2025 14:10,panini,ผมก็รักคุณเน้ด
21/1/2025 14:10,Lugh- Sama,:_HHlol:
21/1/2025 14:10,เน้ด จากสมาคมคนรักน้องหวาน,:_HHHandsome:
21/1/2025 14:10,Phwin Jatapai,เสียตังค์อีกละ
21/1/2025 14:10,Jk Jakkrit,gpro
21/1/2025 14:11,Toujours Blackrose,สด ๆ กลางสตรีม 5554
21/1/2025 14:11,PrinceZ,อาจจะต้องย้ายค่ายบ้าง 555
21/1/2025 14:11,Megane Kun,มียาปลุกผมด้วย
21/1/2025 14:11,panini,ลุงซื้อให้มั่งดิ
21/1/2025 14:11,Copter,เบิ้ลจัดเลย
21/1/2025 14:11,MELON,เทคโนโลยีกันเมาส์เบิ้ล
21/1/2025 14:11,Itsuki'san,สั่งป๊ป ส่งถึงบ้านทันทีแบบดุดันไม่เกรงใจใคร
21/1/2025 14:11,Yukito,รุ่นที่ถึกทนมากสำหรับผมที่ใช้มา
21/1/2025 14:11,MisterGe,lightforge light weigth มาหมด 5555
21/1/2025 14:11,Venzellist,G502 
21/1/2025 14:11,Surtr,Optical เขาว่าเบิ้ลยาก
21/1/2025 14:11,Copter,อะไรนัน่
21/1/2025 14:11,HoriZSuN Zep,55555
21/1/2025 14:11,LeOOZ l_l,5555
21/1/2025 14:11,เน้ด จากสมาคมคนรักน้องหวาน,Uiiaiuiiiai
21/1/2025 14:11,Tar,แมวหมุนๆ
21/1/2025 14:11,reaper,Super Chat พี่ได้เงินเต็มไหมครับ
21/1/2025 14:11,LeOOZ l_l,มีมแมวหมุน5555
21/1/2025 14:12,Itsuki'san,Meme แมวหมุน:face-blue-smiling:
21/1/2025 14:12,Madsix,55
21/1/2025 14:12,R2C,ลุงบนโล่หมดนะบอกก่อน
21/1/2025 14:12,Copter,ในหน้าร้านออนไลน์น่าจะมีให้เห็นละมั้ง
21/1/2025 14:12,panini,ลุงสปอนแชทหน่อย
21/1/2025 14:12,Copter,อันนี้อายุไม่ถึงปีนะครับ
21/1/2025 14:12,MinG,ระบม555+
21/1/2025 14:12,MisterGe,ใช้ คุ้ม ฝุดๆ
21/1/2025 14:12,Festriz,Mouse mechanical เลยเล่นโหดไง เอ้อว 
21/1/2025 14:12,Surtr,นิ้วโป้งลอกนี้เป็นทุกอัน logi
21/1/2025 14:12,Venzellist,ใช่จนคุ้ม
21/1/2025 14:12,Celestz,สภาพผมแย่กว่าลุงอีก แต่ 4 ปีละ ยังไม่เบิ้ล
21/1/2025 14:12,panini,เซเลสสปอนลุงหน่อย
21/1/2025 14:12,Venzellist,Superlight เลยมั้ยพี่
21/1/2025 14:13,Festriz,G504 น่าสนใจ
21/1/2025 14:13,Itsuki'san,555
21/1/2025 14:13,HoriZSuN Zep,เวลบุกเบิก 40 เริ่มฟาร์ม ริริกได้ยังคับ เริ่มได้ทองแล้ว
21/1/2025 14:13,เน้ด จากสมาคมคนรักน้องหวาน,บะหมี่สี่ชามเปล่า
21/1/2025 14:13,บี๋,5555
21/1/2025 14:13,Surtr,G502 ใหญ่สุด line up ปัจจุบัน
21/1/2025 14:13,ExxPREssO,จะซื้อเมาส์ใหม่หรอคับลุง
21/1/2025 14:13,เน้ด จากสมาคมคนรักน้องหวาน,ฟามได้ค่ะ แต่อย่าเพิ่งแลกขวด
21/1/2025 14:13,Festriz,G502 Pro Max
21/1/2025 14:13,MELON,รุ่นท็อปเสริม rgb
21/1/2025 14:13,เน้ด จากสมาคมคนรักน้องหวาน,เน้นเทรซกับเวลก่อน
21/1/2025 14:13,Napat Winyarat,ปุ่มเพิ่ม/ลดdpiถ้าไม่ไแ้เปลี่ยนก็เอาไปเปลี่ยนเป็นปุ่มมาโครได้นะครับ
21/1/2025 14:14,Festriz,Rgb ดียังไงครัฟ
21/1/2025 14:14,Celestz,ฟามแค่ออฟหลักพอใช้พอครับ 
21/1/2025 14:14,Natsushi629 Ch.,ไหนๆ ใครอยาดไแ้เมาส์ใหม่นะ
21/1/2025 14:14,Festriz,แสบตา
21/1/2025 14:14,MisterGe,สาย RGB vs ฝ่ามือ 555
21/1/2025 14:14,Neko MGD,robin E1 กับ lingsha E1 เลือกใครดีครับ
21/1/2025 14:14,Mina 🐧💙,ถือว่าทนมาได้นานมากๆ 555555
21/1/2025 14:14,Festriz,อุอิอิอาอิอุอิอาอิ
21/1/2025 14:15,Abyss,สวัสดีครับลุง
21/1/2025 14:15,[Wang Shao],ต้องใหญ่ๆนูนๆเหมาะกะคนมือใหญ่แบบเราๆ ใช้แบบแบนแล้วเมื่อยมือมาก
21/1/2025 14:15,Festriz,มุกไรวะ
21/1/2025 14:15,เน้ด จากสมาคมคนรักน้องหวาน,I wanna be uiiaa uaui uiiaa
21/1/2025 14:15,Festriz,ใครขำ กุถาม
21/1/2025 14:15,MI KE,ใครเล่นมุกไรนะ
21/1/2025 14:15,KamiA,:face-red-droopy-eyes:
21/1/2025 14:15,Trashblazers,Lingsha ใส่ LC Imbibitor Lunae หรือ Acheron ดีครับ?
21/1/2025 14:15,PrinceZ,55
21/1/2025 14:15,SPITEKUNG,ผมสลับใช้รองเท้าเอา 5555
21/1/2025 14:15,Tar,:face-blue-smiling: :face-blue-smiling: :face-blue-smiling:
21/1/2025 14:15,Itsuki'san,:face-orange-raised-eyebrow:
21/1/2025 14:16,saintmikael X,หนักละคลิกสาม
21/1/2025 14:16,เน้ด จากสมาคมคนรักน้องหวาน,:_HHAngry: :_HHAngry: :_HHAngry:
21/1/2025 14:16,Celestz,เรียกเลม่อนมาขิงทับเลย 100 โรล
21/1/2025 14:16,Worachat Singtothong,Lc topazz
21/1/2025 14:16,panini,หาคนยิงเมมให้สิ
21/1/2025 14:17,Boss,ลุงไม่ลองถอดอเวนหรอครับ
21/1/2025 14:17,_MikuKK_,lc topaz
21/1/2025 14:17,Lugh- Sama,โทปาสไม่มีlcปะ
21/1/2025 14:17,NonNaNat,แตกโทพาสไม่ใส่ LC
21/1/2025 14:17,_MikuKK_,!!!!
21/1/2025 14:17,NUENG,lc ลุง
21/1/2025 14:17,เน้ด จากสมาคมคนรักน้องหวาน,หาคนยิงเพชรดีกว่า
21/1/2025 14:17,ไม่ใช่ขนตา ไม่มีสิทธิ์​งอน,โดเนท 50 เพื่อมาขอตัง 50 เพื่อมาสมัครเมม .....
21/1/2025 14:17,saintmikael X,เซ็งเบย อเวนบน
21/1/2025 14:17,MisterGe,55555
21/1/2025 14:17,Madsix,5555
21/1/2025 14:17,LeOOZ l_l,โทปาสไร้LC
21/1/2025 14:17,Anon TV,ดีจัฟ
21/1/2025 14:17,Itsuki'san,ลุงลองกดที่ตัวละครแอ็กชั่นหน่อยครับ:face-blue-smiling:
21/1/2025 14:17,Vivo Vivo,lcลุง
21/1/2025 14:17,Celestz,เงียบไว้แชท
21/1/2025 14:17,Apslazh,ว้ายยย ถูกต้อง
21/1/2025 14:17,panini,พวกสาววาย
21/1/2025 14:17,Ajax Ch.,🫣
21/1/2025 14:17,[Wang Shao],เรือแรงเนาะ
21/1/2025 14:17,Yai,หวัดดีฮับลุง
21/1/2025 14:17,วิริทธิ์พล เอื้อศุภคุณาพร,Click
21/1/2025 14:17,Lugh- Sama,lc topaz
21/1/2025 14:17,Festriz,อุด้งอร่อย
21/1/2025 14:17,Worachat Singtothong,แต่ด่าน3ชิลอยุ่ละ
21/1/2025 14:17,Celestz,จุ๊ๆ
21/1/2025 14:17,น้องก๊อต Got,เรือลำเดียวกัน
21/1/2025 14:17,Prozitive,ต้าเหมายนะ
21/1/2025 14:17,saintmikael X,จุ๊ๆ
21/1/2025 14:17,wakaranai,ลุงขี้ชิปอ่า 55555
21/1/2025 14:17,l3lack,5555555 ยังไม่รู้ตัวจริงๆ
21/1/2025 14:17,Yai,เรือแรงมากด้วย555
21/1/2025 14:17,[Wang Shao],ต้องถามแล้วว่าh m หรือmh
21/1/2025 14:17,เน้ด จากสมาคมคนรักน้องหวาน,ว้าย สว.
21/1/2025 14:17,Snow_Y2uLight,เราไม่ต้องตั้งเรือก็ได้มั้งลุง เขาขึ้นฝั่งไปแล้วอ่ะคู่นั้น
21/1/2025 14:17,Kanashi_Rose,เรือแล่นแรงมาก
21/1/2025 14:17,Itsuki'san,ลุงลองกดที่ตัวละครแอ็กชั่นหน่อยครับ:face-blue-smiling:
21/1/2025 14:18,เน้ด จากสมาคมคนรักน้องหวาน,สาววาย? ไม่ สูงวัย
21/1/2025 14:18,kurumi,เรือแรงลำนี้
21/1/2025 14:18,R2C,รอดูลุงร้องโล่หมด
21/1/2025 14:18,"Huohuo, no1 fc",Apocalyptic รอบนี้ผมว่าไม่เอื้อ Archeron เลย
